;********************
;2013.03.13日按TT语料统计词频整理
;据ju、去qu、需xu 、略lve4、虐nve4
;与Cizu_60K.txt的主要区别，删除类似”数据统计、大力发展、代表大会”等词，词频采用TT统计的词频
;20130318“新浪、微博、新浪网、个大降频	;20130326更新词频;2013.03.28增3.6词组
;20130401增加网络词汇2500个;20130403更新词频;2013.04.27添加常用三字词删除低频字词，补齐天干地支
;20130520增四三字词删除低频字词	;20130604增歇后语;20130605重新统计词频	;20130622 人名放入add_Nmame.txt 20130706删低频两字词
你的	ni3 de5	100000000
山西省	shan1 xi1 sheng3	100000000
直销	zhi2 xiao1	100000000
灌水	guan4 shui3	100000000
选择	xuan3 ze2	100000000
网上银行	wang3 shang4 yin2 hang2	100000000
老师	lao3 shi1	100000000
摩托车	mo2 tuo1 che1	100000000
最低	zui4 di1	100000000
天天	tian1 tian1	100000000
作文	zuo4 wen2	100000000
英文	ying1 wen2	100000000
三千	san1 qian1	100000000
是否	shi4 fou3	100000000
乐园	le4 yuan2	100000000
保健	bao3 jian4	100000000
六十	liu4 shi2	100000000
价值	jia4 zhi2	100000000
招贤纳士	zhao1 xian2 na4 shi4	100000000
详细	xiang2 xi4	100000000
现货	xian4 huo4	100000000
雅虎	ya3 hu3	100000000
播客	bo1 ke4	100000000
动画	dong4 hua4	100000000
文件	wen2 jian4	100000000
站长	zhan4 zhang3	100000000
品质	pin3 zhi4	100000000
心得	xin1 de2	100000000
展示	zhan3 shi4	100000000
当当	dang1 dang1	100000000
穿越	chuan1 yue4	100000000
方式	fang1 shi4	100000000
高中	gao1 zhong1	100000000
绿色	lv4 se4	100000000
环境	huan2 jing4	100000000
套装	tao4 zhuang1	100000000
保护	bao3 hu4	100000000
联想	lian2 xiang3	100000000
买卖	mai3 mai4	100000000
杂谈	za2 tan2	100000000
房源	fang2 yuan2	100000000
用户	yong4 hu4	100000000
网页	wang3 ye4	100000000
斜挎包	xie2 kua4 bao1	100000000
医疗	yi1 liao2	100000000
好不	hao3 bu4	100000000
华夏	hua2 xia4	100000000
回事	hui2 shi4	100000000
修身	xiu1 shen1	100000000
适合	shi4 he2	100000000
一切	yi1 qie4	100000000
最近	zui4 jin4	100000000
客户	ke4 hu4	100000000
个性	ge4 xing4	100000000
经贸	jing1 mao4	100000000
基础	ji1 chu3	100000000
辽宁	liao2 ning2	100000000
申请	shen1 qing3	100000000
金山	jin1 shan1	100000000
辽宁省	liao2 ning2 sheng3	100000000
是不	shi4 bu4	100000000
发现	fa1 xian4	100000000
外贸	wai4 mao4	100000000
公开	gong1 kai1	100000000
一号	yi1 hao4	100000000
书籍	shu1 ji2	100000000
女生	nv3 sheng1	100000000
号码	hao4 ma3	100000000
房价	fang2 jia4	100000000
是不是	shi4 bu4 shi4	100000000
机电	ji1 dian4	100000000
今日	jin1 ri4	100000000
是怎么	shi4 zen3 me5	100000000
就是	jiu4 shi4	100000000
新疆	xin1 jiang1	100000000
课件	ke4 jian4	100000000
语文	yu3 wen2	100000000
日记	ri4 ji4	100000000
低价	di1 jia4	100000000
是自己的	shi4 zi4 ji3 de5	100000000
烟台	yan1 tai2	100000000
打造	da3 zao4	100000000
自助	zi4 zhu4	100000000
怎么回事	zen3 me5 hui2 shi4	100000000
是怎么回事	shi4 zen3 me5 hui2 shi4	100000000
哈尔滨	ha1 er3 bin1	100000000
协会	xie2 hui4	100000000
基地	ji1 di4	100000000
言情小说	yan2 qing2 xiao3 shuo1	100000000
漫画	man4 hua4	100000000
校园	xiao4 yuan2	100000000
不可能的	bu4 ke3 neng2 de5	100000000
第五	di4 wu3	100000000
好看	hao3 kan4	100000000
毕业	bi4 ye4	100000000
进行	jin4 xing2	100000000
那个	na4 ge4	100000000
所有	suo3 you3	100000000
实验	shi2 yan4	100000000
广播	guang3 bo1	100000000
新品	xin1 pin3	100000000
宠物	chong3 wu4	100000000
礼品	li3 pin3	100000000
中医	zhong1 yi1	100000000
电动	dian4 dong4	100000000
白色	bai2 se4	100000000
门票	men2 piao4	100000000
医学院	yi1 xue2 yuan4	100000000
日报	ri4 bao4	100000000
英寸	ying1 cun4	100000000
旗舰	qi2 jian4	100000000
内容	nei4 rong2	100000000
说明	shuo1 ming2	100000000
短袖	duan3 xiu4	100000000
普通	pu3 tong1	100000000
吉林	ji2 lin2	100000000
成功	cheng2 gong1	100000000
幸福	xing4 fu2	100000000
书评	shu1 ping2	100000000
哪里有	na3 li3 you3	100000000
公寓	gong1 yu4	100000000
商家	shang1 jia1	100000000
昆明	kun1 ming2	100000000
餐饮	can1 yin3	100000000
皮肤	pi2 fu1	100000000
和讯	he2 xun4	100000000
经销	jing1 xiao1	100000000
饮食	yin3 shi2	100000000
期刊	qi1 kan1	100000000
预测	yu4 ce4	100000000
歌曲	ge1 qu3	100000000
好不好	hao3 bu4 hao3	100000000
网游	wang3 you2	100000000
相册	xiang4 ce4	100000000
足球	zu2 qiu2	100000000
回答	hui2 da2	100000000
创业	chuang4 ye4	100000000
高速	gao1 su4	100000000
里的	li3 de5	100000000
我是	wo3 shi4	100000000
促销	cu4 xiao1	100000000
化学	hua4 xue2	100000000
配置	pei4 zhi4	100000000
全文	quan2 wen2	100000000
公园	gong1 yuan2	100000000
楼盘	lou2 pan2	100000000
最好的	zui4 hao3 de5	100000000
生意	sheng1 yi4	100000000
打底裤	da3 di3 ku4	100000000
聊天	liao2 tian1	100000000
报名	bao4 ming2	100000000
技巧	ji4 qiao3	100000000
超市	chao1 shi4	100000000
合作	he2 zuo4	100000000
文档	wen2 dang4	100000000
自由	zi4 you2	100000000
常州	chang2 zhou1	100000000
应该	ying1 gai1	100000000
需要的	xu1 yao4 de5	100000000
权威	quan2 wei1	100000000
首发	shou3 fa1	100000000
报道	bao4 dao4	100000000
有道	you3 dao4	100000000
可爱	ke3 ai4	100000000
留学	liu2 xue2	100000000
全新	quan2 xin1	100000000
推广	tui1 guang3	100000000
调查	diao4 cha2	100000000
海南	hai3 nan2	100000000
电信	dian4 xin4	100000000
待遇	dai4 yu4	100000000
两个	liang3 ge4	100000000
字幕	zi4 mu4	100000000
度假	du4 jia4	100000000
出现	chu1 xian4	100000000
央视	yang1 shi4	100000000
结构	jie2 gou4	100000000
相机	xiang4 ji1	100000000
有多少	you3 duo1 shao3	100000000
我要	wo3 yao4	100000000
玄幻	xuan2 huan4	100000000
太阳	tai4 yang2	100000000
总结	zong3 jie2	100000000
二个	er4 ge4	100000000
会议	hui4 yi4	100000000
结婚	jie2 hun1	100000000
操作	cao1 zuo4	100000000
平板	ping2 ban3	100000000
作用	zuo4 yong4	100000000
地铁	di4 tie3	100000000
什么是	shen2 me5 shi4	100000000
关系	guan1 xi4	100000000
景区	jing3 qu1	100000000
去哪	qu4 na3	100000000
小游戏	xiao3 you2 xi4	100000000
精彩	jing1 cai3	100000000
手机短信	shou3 ji1 duan3 xin4	100000000
农村	nong2 cun1	100000000
豪华	hao2 hua2	100000000
女鞋	nv3 xie2	100000000
角色扮演	jue2 se4 ban4 yan3	100000000
最高	zui4 gao1	100000000
我知道了	wo3 zhi1 dao4 le5	100000000
显卡	xian3 ka3	100000000
餐厅	can1 ting1	100000000
单位	dan1 wei4	100000000
现场	xian4 chang3	100000000
建议	jian4 yi4	100000000
部落	bu4 luo4	100000000
版本	ban3 ben3	100000000
传奇	chuan2 qi2	100000000
创意	chuang4 yi4	100000000
文字	wen2 zi4	100000000
商铺	shang1 pu4	100000000
人气	ren2 qi4	100000000
天气	tian1 qi4	100000000
怀孕	huai2 yun4	100000000
外套	wai4 tao4	100000000
规划	gui1 hua4	100000000
初中	chu1 zhong1	100000000
还有	hai2 you3	100000000
升级	sheng1 ji2	100000000
出口	chu1 kou3	100000000
那些	na4 xie1	100000000
每天	mei3 tian1	100000000
电气	dian4 qi4	100000000
身边	shen1 bian1	100000000
德国	de2 guo2	100000000
气象	qi4 xiang4	100000000
护理	hu4 li3	100000000
组图	zu3 tu2	100000000
内地	nei4 di4	100000000
哪家	na3 jia1	100000000
谢谢	xie4 xie4	100000000
胶原蛋白	jiao1 yuan2 dan4 bai2	100000000
组织	zu3 zhi1	100000000
南昌	nan2 chang1	100000000
位置	wei4 zhi4	100000000
正在	zheng4 zai4	100000000
考研	kao3 yan2	100000000
不要	bu4 yao4	100000000
招生	zhao1 sheng1	100000000
大陆	da4 lu4	100000000
是多少	shi4 duo1 shao3	100000000
导购	dao3 gou4	100000000
供求	gong1 qiu2	100000000
玩具	wan2 ju4	100000000
家长	jia1 zhang3	100000000
打印	da3 yin4	100000000
英雄	ying1 xiong2	100000000
陶瓷	tao2 ci2	100000000
货运	huo4 yun4	100000000
共享	gong4 xiang3	100000000
要求	yao1 qiu2	100000000
有关	you3 guan1	100000000
演唱	yan3 chang4	100000000
中国人民	zhong1 guo2 ren2 min2	100000000
模拟	mo2 ni3	100000000
唱的	chang4 de5	100000000
唱歌	chang4 ge1	100000000
风格	feng1 ge2	100000000
一样	yi1 yang4	100000000
这样	zhe4 yang4	100000000
行政	xing2 zheng4	100000000
时刻	shi2 ke4	100000000
信用	xin4 yong4	100000000
贵州	gui4 zhou1	100000000
专辑	zhuan1 ji2	100000000
如果	ru2 guo3	100000000
不会	bu4 hui4	100000000
雪纺	xue3 fang3	100000000
到底	dao4 di3	100000000
电子商务	dian4 zi3 shang1 wu4	100000000
女孩	nv3 hai2	100000000
电商	dian4 shang1	100000000
实用	shi2 yong4	100000000
高手	gao1 shou3	100000000
合金	he2 jin1	100000000
相同	xiang1 tong2	100000000
运输	yun4 shu1	100000000
走势	zou3 shi4	100000000
电视台	dian4 shi4 tai2	100000000
同样	tong2 yang4	100000000
上市	shang4 shi4	100000000
通用	tong1 yong4	100000000
哪个好	na3 ge4 hao3	100000000
厨房	chu2 fang2	100000000
都是	dou1 shi4	100000000
程序	cheng2 xu4	100000000
代表	dai4 biao3	100000000
歌词	ge1 ci2	100000000
南宁	nan2 ning2	100000000
指南	zhi3 nan2	100000000
无线	wu2 xian4	100000000
电源	dian4 yuan2	100000000
律师	lv4 shi1	100000000
出来	chu1 lai2	100000000
政策	zheng4 ce4	100000000
九月	jiu3 yue4	100000000
各种	ge4 zhong3	100000000
新手	xin1 shou3	100000000
搭配	da1 pei4	100000000
复古	fu4 gu3	100000000
基本	ji1 ben3	100000000
之星	zhi1 xing1	100000000
商贸	shang1 mao4	100000000
甘肃	gan1 su4	100000000
工资	gong1 zi1	100000000
的是	de5 shi4	100000000
一次	yi1 ci4	100000000
句子	ju4 zi3	100000000
所需要	suo3 xu1 yao4	100000000
改装	gai3 zhuang1	100000000
黑龙江	hei1 long2 jiang1	100000000
通信	tong1 xin4	100000000
分公司	fen1 gong1 si1	100000000
黑龙江省	hei1 long2 jiang1 sheng3	100000000
素材	su4 cai2	100000000
海盗	hai3 dao4	100000000
几个	ji3 ge4	100000000
仪表	yi2 biao3	100000000
简单	jian3 dan1	100000000
简约	jian3 yue1	100000000
海贼	hai3 zei2	100000000
简洁	jian3 jie2	100000000
电力	dian4 li4	100000000
大型	da4 xing2	100000000
定制	ding4 zhi4	100000000
领先	ling3 xian1	100000000
定做	ding4 zuo4	100000000
自己的	zi4 ji3 de5	100000000
泉州	quan2 zhou1	100000000
心理	xin1 li3	100000000
怎么走	zen3 me5 zou3	100000000
长袖	chang2 xiu4	100000000
夏装	xia4 zhuang1	100000000
心情	xin1 qing2	100000000
舒适	shu1 shi4	100000000
车站	che1 zhan4	100000000
装备	zhuang1 bei4	100000000
多媒体	duo1 mei2 ti3	100000000
话题	hua4 ti2	100000000
热点	re4 dian3	100000000
完美	wan2 mei3	100000000
红色	hong2 se4	100000000
饰品	shi4 pin3	100000000
辅导	fu3 dao3	100000000
才能	cai2 neng2	100000000
蓝色	lan2 se4	100000000
完结	wan2 jie2	100000000
昆山	kun1 shan1	100000000
牛仔	niu2 zai3	100000000
手工	shou3 gong1	100000000
宣传	xuan1 chuan2	100000000
壁纸	bi4 zhi3	100000000
小时	xiao3 shi2	100000000
青年	qing1 nian2	100000000
帮忙	bang1 mang2	100000000
真的	zhen1 de5	100000000
评测	ping2 ce4	100000000
领导	ling3 dao3	100000000
电池	dian4 chi2	100000000
搞笑	gao3 xiao4	100000000
手术	shou3 shu4	100000000
婴儿	ying1 er2	100000000
第六	di4 liu4	100000000
样板	yang4 ban3	100000000
公共	gong1 gong4	100000000
火影	huo3 ying3	100000000
创新	chuang4 xin1	100000000
太原	tai4 yuan2	100000000
八月	ba1 yue4	100000000
找工作	zhao3 gong1 zuo4	100000000
性能	xing4 neng2	100000000
魔兽	mo2 shou4	100000000
实业	shi2 ye4	100000000
自然	zi4 ran2	100000000
婚纱	hun1 sha1	100000000
贷款	dai4 kuan3	100000000
仓储	cang1 chu3	100000000
保障	bao3 zhang4	100000000
人都	ren2 dou1	100000000
房子	fang2 zi3	100000000
设置	she4 zhi4	100000000
新华	xin1 hua2	100000000
三个	san1 ge4	100000000
师范大学	shi1 fan4 da4 xue2	100000000
旅行社	lv3 xing2 she4	100000000
参与	can1 yu4	100000000
参加	can1 jia1	100000000
规格	gui1 ge2	100000000
专线	zhuan1 xian4	100000000
门户网站	men2 hu4 wang3 zhan4	100000000
计算机	ji4 suan4 ji1	100000000
前列腺炎	qian2 lie4 xian4 yan2	100000000
代购	dai4 gou4	100000000
旗下	qi2 xia4	100000000
内蒙古	nei4 meng3 gu3	100000000
内蒙	nei4 meng3	100000000
公路	gong1 lu4	100000000
基金	ji1 jin1	100000000
高级	gao1 ji2	100000000
器材	qi4 cai2	100000000
档案	dang4 an4	100000000
天空	tian1 kong1	100000000
妇幼保健	fu4 you4 bao3 jian4	100000000
书店	shu1 dian4	100000000
办法	ban4 fa3	100000000
整形	zheng3 xing2	100000000
邮编	you2 bian1	100000000
年度	nian2 du4	100000000
幼儿园	you4 er2 yuan2	100000000
助理	zhu4 li3	100000000
十大	shi2 da4	100000000
印刷	yin4 shua1	100000000
中小	zhong1 xiao3	100000000
塑胶	su4 jiao1	100000000
详情	xiang2 qing2	100000000
未来	wei4 lai2	100000000
朝阳	chao2 yang2	100000000
联合	lian2 he2	100000000
目录	mu4 lu4	100000000
减肥	jian3 fei2	100000000
钓鱼	diao4 yu2	100000000
发生	fa1 sheng1	100000000
新人	xin1 ren2	100000000
上网	shang4 wang3	100000000
经销商	jing1 xiao1 shang1	100000000
性感	xing4 gan3	100000000
街道	jie1 dao4	100000000
大街	da4 jie1	100000000
正式	zheng4 shi4	100000000
已经	yi3 jing1	100000000
英国	ying1 guo2	100000000
联系电话	lian2 xi4 dian4 hua4	100000000
你们	ni3 men5	100000000
一般	yi1 ban1	100000000
护肤	hu4 fu1	100000000
客厅	ke4 ting1	100000000
义乌	yi4 wu1	100000000
镇江	zhen4 jiang1	100000000
名字	ming2 zi4	100000000
爱问	ai4 wen4	100000000
男装	nan2 zhuang1	100000000
男女	nan2 nv3	100000000
巴士	ba1 shi4	100000000
各位	ge4 wei4	100000000
养生	yang3 sheng1	100000000
快捷	kuai4 jie2	100000000
三国	san1 guo2	100000000
什么原因	shen2 me5 yuan2 yin1	100000000
液晶	ye4 jing1	100000000
公司的	gong1 si1 de5	100000000
进来	jin4 lai2	100000000
有卖	you3 mai4	100000000
淄博	zi1 bo2	100000000
精神	jing1 shen2	100000000
风云	feng1 yun2	100000000
店铺	dian4 pu4	100000000
风景	feng1 jing3	100000000
爱好	ai4 hao4	100000000
节目	jie2 mu4	100000000
复习	fu4 xi2	100000000
青春	qing1 chun1	100000000
纪念	ji4 nian4	100000000
网址	wang3 zhi3	100000000
防水	fang2 shui3	100000000
旗舰店	qi2 jian4 dian4	100000000
变形金刚	bian4 xing2 jin1 gang1	100000000
策划	ce4 hua4	100000000
无法	wu2 fa3	100000000
流行	liu2 xing2	100000000
请教	qing3 jiao4	100000000
开展	kai1 zhan3	100000000
手动	shou3 dong4	100000000
主管	zhu3 guan3	100000000
体验	ti3 yan4	100000000
指导	zhi3 dao3	100000000
时空	shi2 kong1	100000000
珠海	zhu1 hai3	100000000
今年	jin1 nian2	100000000
海外	hai3 wai4	100000000
好看的	hao3 kan4 de5	100000000
重生	chong2 sheng1	100000000
天然	tian1 ran2	100000000
原价	yuan2 jia4	100000000
百搭	bai3 da1	100000000
人物	ren2 wu4	100000000
篮球	lan2 qiu2	100000000
模型	mo2 xing2	100000000
公务员	gong1 wu4 yuan2	100000000
南海	nan2 hai3	100000000
五月	wu3 yue4	100000000
主要	zhu3 yao4	100000000
榜上有名	bang3 shang4 you3 ming2	100000000
认证	ren4 zheng4	100000000
哪儿	na3 er5	100000000
车票	che1 piao4	100000000
模式	mo2 shi4	100000000
都在	dou1 zai4	100000000
互联	hu4 lian2	100000000
留言	liu2 yan2	100000000
泌尿外科	mi4 niao4 wai4 ke1	100000000
感觉	gan3 jue2	100000000
你我	ni3 wo3	100000000
微软	wei1 ruan3	100000000
六月	liu4 yue4	100000000
小孩	xiao3 hai2	100000000
纺织	fang3 zhi1	100000000
公交车	gong1 jiao1 che1	100000000
资格	zi1 ge2	100000000
委员	wei3 yuan2	100000000
我家	wo3 jia1	100000000
预定	yu4 ding4	100000000
手表	shou3 biao3	100000000
回收	hui2 shou1	100000000
曝光	bao4 guang1	100000000
八卦	ba1 gua4	100000000
的时候	de5 shi2 hou4	100000000
上映	shang4 ying4	100000000
内衣	nei4 yi1	100000000
最佳	zui4 jia1	100000000
楼市	lou2 shi4	100000000
咖啡	ka1 fei1	100000000
一天	yi1 tian1	100000000
中央	zhong1 yang1	100000000
四月	si4 yue4	100000000
顾问	gu4 wen4	100000000
死神	si3 shen2	100000000
绍兴	shao4 xing1	100000000
第七	di4 qi1	100000000
新房	xin1 fang2	100000000
户型	hu4 xing2	100000000
精华	jing1 hua2	100000000
生日礼物	sheng1 ri4 li3 wu4	100000000
精装	jing1 zhuang1	100000000
是不同的	shi4 bu4 tong2 de5	100000000
理论	li3 lun4	100000000
衬衫	chen4 shan1	100000000
自动化	zi4 dong4 hua4	100000000
自行车	zi4 xing2 che1	100000000
最具	zui4 ju4	100000000
彩票	cai3 piao4	100000000
图库	tu2 ku4	100000000
模具	mu2 ju4	100000000
股市	gu3 shi4	100000000
大厦	da4 sha4	100000000
三月	san1 yue4	100000000
公主	gong1 zhu3	100000000
直播	zhi2 bo1	100000000
参考	can1 kao3	100000000
消息	xiao1 xi1	100000000
统计	tong3 ji4	100000000
为什么会	wei2 shen2 me5 hui4	100000000
蕾丝	lei3 si1	100000000
正常	zheng4 chang2	100000000
洛阳	luo4 yang2	100000000
本地	ben3 di4	100000000
帖子	tie3 zi3	100000000
域名	yu4 ming2	100000000
轴承	zhou2 cheng2	100000000
真实	zhen1 shi2	100000000
距离	ju4 li2	100000000
高达	gao1 da2	100000000
少年	shao4 nian2	100000000
转发	zhuan3 fa1	100000000
徐州	xu2 zhou1	100000000
闻名	wen2 ming2	100000000
特色	te4 se4	100000000
人力	ren2 li4	100000000
动物	dong4 wu4	100000000
江湖	jiang1 hu2	100000000
练习	lian4 xi2	100000000
重点	zhong4 dian3	100000000
别墅	bie2 shu4	100000000
我国	wo3 guo2	100000000
有名	you3 ming2	100000000
贴图	tie1 tu2	100000000
知名	zhi1 ming2	100000000
出版社	chu1 ban3 she4	100000000
一年	yi1 nian2	100000000
出名	chu1 ming2	100000000
著名	zhu4 ming2	100000000
原装	yuan2 zhuang1	100000000
滚动	gun3 dong4	100000000
新闻频道	xin1 wen2 pin2 dao4	100000000
车市	che1 shi4	100000000
水晶	shui3 jing1	100000000
健身	jian4 shen1	100000000
最后	zui4 hou4	100000000
训练	xun4 lian4	100000000
鉴定	jian4 ding4	100000000
打底	da3 di3	100000000
任务	ren4 wu4	100000000
联通	lian2 tong1	100000000
养殖	yang3 zhi2	100000000
法国	fa3 guo2	100000000
通讯	tong1 xun4	100000000
希望	xi1 wang4	100000000
精选	jing1 xuan3	100000000
少女	shao4 nv3	100000000
橡胶	xiang4 jiao1	100000000
主板	zhu3 ban3	100000000
爱好者	ai4 hao4 zhe3	100000000
传媒	chuan2 mei2	100000000
秋冬	qiu1 dong1	100000000
不了	bu4 liao3	100000000
干部	gan4 bu4	100000000
制度	zhi4 du4	100000000
财务	cai2 wu4	100000000
实施	shi2 shi1	100000000
月经不调	yue4 jing1 bu4 tiao2	100000000
提高	ti2 gao1	100000000
兰州	lan2 zhou1	100000000
名录	ming2 lu4	100000000
能不能	neng2 bu4 neng2	100000000
物理	wu4 li3	100000000
有人	you3 ren2	100000000
硬盘	ying4 pan2	100000000
哪里买	na3 li3 mai3	100000000
针织	zhen1 zhi1	100000000
启动	qi3 dong4	100000000
教材	jiao4 cai2	100000000
南通	nan2 tong1	100000000
用什么	yong4 shen2 me5	100000000
客服	ke4 fu2	100000000
惠州	hui4 zhou1	100000000
每日	mei3 ri4	100000000
开关	kai1 guan1	100000000
东北	dong1 bei3	100000000
半年	ban4 nian2	100000000
现金	xian4 jin1	100000000
图文	tu2 wen2	100000000
药品	yao4 pin3	100000000
比赛	bi3 sai4	100000000
评分	ping2 fen1	100000000
售后	shou4 hou4	100000000
的电话	de5 dian4 hua4	100000000
欧洲	ou1 zhou1	100000000
显瘦	xian3 shou4	100000000
独家	du2 jia1	100000000
工商	gong1 shang1	100000000
事件	shi4 jian4	100000000
查看	cha2 kan4	100000000
打分	da3 fen1	100000000
专柜	zhuan1 gui4	100000000
营业	ying2 ye4	100000000
可能	ke3 neng2	100000000
条件	tiao2 jian4	100000000
机票	ji1 piao4	100000000
能源	neng2 yuan2	100000000
优秀	you1 xiu4	100000000
潮流	chao2 liu2	100000000
什么问题	shen2 me5 wen4 ti2	100000000
植物	zhi2 wu4	100000000
魔法	mo2 fa3	100000000
就业	jiu4 ye4	100000000
真皮	zhen1 pi2	100000000
多久	duo1 jiu3	100000000
什么地方	shen2 me5 di4 fang1	100000000
驱动	qu1 dong4	100000000
兼职	jian1 zhi2	100000000
什么样的	shen2 me5 yang4 de5	100000000
住宅	zhu4 zhai2	100000000
会展	hui4 zhan3	100000000
硬件	ying4 jian4	100000000
破解	po4 jie3	100000000
潍坊	wei2 fang1	100000000
什么区别	shen2 me5 qu1 bie2	100000000
西游	xi1 you2	100000000
我想	wo3 xiang3	100000000
台州	tai1 zhou1	100000000
展会	zhan3 hui4	100000000
是哪	shi4 na3	100000000
地下	di4 xia4	100000000
宽松	kuan1 song1	100000000
动力	dong4 li4	100000000
嘉兴	jia1 xing1	100000000
症状	zheng4 zhuang4	100000000
节能	jie2 neng2	100000000
网校	wang3 xiao4	100000000
准备	zhun3 bei4	100000000
国产	guo2 chan3	100000000
情报	qing2 bao4	100000000
能力	neng2 li4	100000000
首选	shou3 xuan3	100000000
数码相机	shu4 ma3 xiang4 ji1	100000000
电玩	dian4 wan2	100000000
连接	lian2 jie1	100000000
专员	zhuan1 yuan2	100000000
背景	bei4 jing3	100000000
家用	jia1 yong4	100000000
租赁	zu1 lin4	100000000
心脑血管	xin1 nao3 xue4 guan3	100000000
名单	ming2 dan1	100000000
印花	yin4 hua1	100000000
飞机	fei1 ji1	100000000
热播	re4 bo1	100000000
模板	mu2 ban3	100000000
套餐	tao4 can1	100000000
栏目	lan2 mu4	100000000
输入	shu1 ru4	100000000
零售	ling2 shou4	100000000
医师	yi1 shi1	100000000
电路	dian4 lu4	100000000
重要	zhong4 yao4	100000000
保养	bao3 yang3	100000000
不完	bu4 wan2	100000000
大码	da4 ma3	100000000
赛事	sai4 shi4	100000000
非凡	fei1 fan2	100000000
在此	zai4 ci3	100000000
有效	you3 xiao4	100000000
召开	zhao4 kai1	100000000
继续	ji4 xu4	100000000
访问	fang3 wen4	100000000
下不	xia4 bu4	100000000
试卷	shi4 juan4	100000000
调研	diao4 yan2	100000000
设计师	she4 ji4 shi1	100000000
闲置	xian2 zhi4	100000000
武侠	wu3 xia2	100000000
过程	guo4 cheng2	100000000
越野	yue4 ye3	100000000
精英	jing1 ying1	100000000
付款	fu4 kuan3	100000000
汕头	shan4 tou2	100000000
附近的	fu4 jin4 de5	100000000
东风	dong1 feng1	100000000
石油	shi2 you2	100000000
专利	zhuan1 li4	100000000
面试	mian4 shi4	100000000
时事	shi2 shi4	100000000
这么	zhe4 me5	100000000
多图	duo1 tu2	100000000
电缆	dian4 lan3	100000000
拍了拍	pai1 le5 pai1	100000000
那里	na4 li3	100000000
技能	ji4 neng2	100000000
试验	shi4 yan4	100000000
全本	quan2 ben3	100000000
蝴蝶	hu2 die2	100000000
委员会	wei3 yuan2 hui4	100000000
办公室	ban4 gong1 shi4	100000000
特别	te4 bie2	100000000
手册	shou3 ce4	100000000
一体	yi1 ti3	100000000
女包	nv3 bao1	100000000
学科	xue2 ke1	100000000
威海	wei1 hai3	100000000
凉鞋	liang2 xie2	100000000
开发区	kai1 fa1 qu1	100000000
摄像	she4 xiang4	100000000
刷机	shua1 ji1	100000000
自治	zi4 zhi4	100000000
不到	bu4 dao4	100000000
学会	xue2 hui4	100000000
完整	wan2 zheng3	100000000
成长	cheng2 zhang3	100000000
展览	zhan3 lan3	100000000
改革	gai3 ge2	100000000
临床	lin2 chuang2	100000000
费用	fei4 yong4	100000000
玫瑰	mei2 gui1	100000000
事业	shi4 ye4	100000000
通过	tong1 guo4	100000000
甜美	tian2 mei3	100000000
实现	shi2 xian4	100000000
第八	di4 ba1	100000000
来自	lai2 zi4	100000000
扬州	yang2 zhou1	100000000
修改	xiu1 gai3	100000000
合同	he2 tong2	100000000
一万	yi1 wan4	100000000
政治	zheng4 zhi4	100000000
中介	zhong1 jie4	100000000
民族	min2 zu2	100000000
第九	di4 jiu3	100000000
妇科	fu4 ke1	100000000
剧情	ju4 qing2	100000000
晚报	wan3 bao4	100000000
各地	ge4 di4	100000000
全面	quan2 mian4	100000000
组合	zu3 he2	100000000
中考	zhong1 kao3	100000000
关键	guan1 jian4	100000000
单元	dan1 yuan2	100000000
包包	bao1 bao1	100000000
加强	jia1 qiang2	100000000
鲜花	xian1 hua1	100000000
仅售	jin3 shou4	100000000
单机	dan1 ji1	100000000
男子	nan2 zi3	100000000
这是	zhe4 shi4	100000000
生态	sheng1 tai4	100000000
营养	ying2 yang3	100000000
一直	yi1 zhi2	100000000
天堂	tian1 tang2	100000000
集合	ji2 he2	100000000
家教	jia1 jiao4	100000000
解释	jie3 shi4	100000000
想了想	xiang3 le5 xiang3	100000000
女子	nv3 zi3	100000000
